case_id,amount,transaction_age_days,payment_method,account_age_days,previous_orders,previous_chargebacks,previous_refunds,device_seen_before,location_consistent,velocity_24h,delivered,delivery_confirmed,delivery_age_days,customer_contacted,merchant_response_time_hours,refund_requested,dispute_type,dispute_text
CB-00142,2178.16,44,card,940,12,0,0,True,True,1,True,True,32,False,6.4,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. The seller says delivery was confirmed. They refer to the original order.
CB-00143,3606.54,31,upi,1198,16,0,0,True,True,1,True,True,25,False,22.0,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The merchant claims there is delivery confirmation.
CB-00144,1864.61,12,upi,857,21,0,1,True,True,4,False,False,0,False,17.6,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00145,1790.25,3,netbanking,1112,13,0,1,True,True,2,True,True,15,True,10.3,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The customer says they previously contacted support.
CB-00146,1964.22,43,netbanking,962,9,0,0,False,False,1,True,False,17,False,4.2,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. They refer to the original order.
CB-00147,859.08,13,netbanking,835,9,0,0,True,True,2,True,True,19,True,4.7,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The seller says delivery was confirmed. They report that they tried to resolve this with the seller. They refer to the original order.
CB-00148,1075.64,41,wallet,931,13,0,0,True,True,0,True,True,30,False,36.8,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery.
CB-00149,7508.32,38,card,600,15,1,0,True,True,3,True,True,30,False,2.0,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The dispute was filed after the expected delivery period.
CB-00150,4189.7,53,card,546,13,0,1,True,True,2,True,True,22,True,18.5,True,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The customer says they previously contacted support. They say they requested a refund. The merchant claims there is delivery confirmation.
CB-00151,5956.6,60,upi,838,11,0,1,True,True,0,False,False,0,True,12.3,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. They report that they tried to resolve this with the seller.
CB-00152,11356.97,22,card,1066,9,0,2,True,True,1,True,False,34,True,3.8,True,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. They say they requested a refund. The customer says they previously contacted support.
CB-00153,1938.99,20,netbanking,884,12,0,2,True,True,2,True,True,24,False,25.7,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The merchant claims there is delivery confirmation.
CB-00154,1790.52,44,netbanking,842,8,0,2,True,False,2,True,True,15,False,4.2,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The seller says delivery was confirmed.
CB-00155,1629.92,14,netbanking,861,12,0,1,True,False,4,True,True,24,True,23.8,True,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The customer says they previously contacted support. They say they requested a refund. The order appears in their account history.
CB-00156,1655.55,40,netbanking,977,13,0,1,True,True,3,True,True,30,False,11.6,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The merchant claims there is delivery confirmation.
CB-00157,2565.78,6,netbanking,862,10,0,0,True,True,4,True,True,21,False,20.7,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them.
CB-00158,2091.06,53,card,1462,16,0,1,True,True,2,True,True,20,False,52.1,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The dispute was filed after the expected delivery period.
CB-00159,737.87,74,netbanking,928,10,0,1,True,True,4,True,True,18,False,4.5,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description.
CB-00160,637.47,18,netbanking,614,9,0,2,True,True,5,True,True,34,False,64.0,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The order appears in their account history.
CB-00161,1631.63,35,wallet,1180,9,0,1,True,True,3,True,True,18,False,5.5,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The dispute was filed after the expected delivery period. The seller says delivery was confirmed.
CB-00162,2437.34,26,wallet,1045,12,0,1,True,True,4,True,True,16,False,20.8,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description.
CB-00163,1040.53,36,wallet,825,14,1,0,True,True,3,True,True,27,False,28.9,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. The seller says delivery was confirmed. They refer to the original order.
CB-00164,1278.39,17,card,648,11,0,0,True,True,5,True,True,19,False,2.0,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them.
CB-00165,1703.14,36,card,991,13,0,0,False,True,2,True,True,21,False,31.9,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The order appears in their account history.
CB-00166,1415.62,30,card,1001,11,0,0,True,True,3,True,True,19,False,18.7,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00167,1529.99,25,card,580,21,0,1,True,True,1,False,False,0,True,10.7,True,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. They say they requested a refund. They mention contacting the merchant.
CB-00168,3056.49,8,upi,854,9,0,1,False,True,1,True,False,28,False,16.4,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00169,7194.59,9,netbanking,914,14,0,1,True,True,1,True,False,16,False,31.3,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00170,5976.71,46,card,928,7,1,1,True,True,3,True,False,21,True,5.4,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. They mention contacting the merchant.
CB-00171,1008.77,34,netbanking,722,20,0,1,True,True,2,True,True,24,False,17.2,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The seller says delivery was confirmed. The order appears in their account history.
CB-00172,10420.67,14,netbanking,1114,13,0,3,True,True,3,True,True,28,False,8.4,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The seller says delivery was confirmed. The order appears in their account history.
CB-00173,17697.62,11,card,904,11,0,1,True,True,3,True,True,19,True,8.9,True,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The customer mentions asking for their money back. The customer says they previously contacted support. The merchant claims there is delivery confirmation.
CB-00174,757.13,25,netbanking,1101,10,1,0,True,True,1,True,True,27,False,6.8,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The seller says delivery was confirmed.
CB-00175,1153.76,57,wallet,851,8,0,0,True,True,2,True,True,9,False,10.8,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. They refer to the original order. The merchant claims there is delivery confirmation.
CB-00176,889.26,43,upi,827,7,1,1,True,True,4,True,False,20,True,2.3,True,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. They mention contacting the merchant. The customer mentions asking for their money back.
CB-00177,4891.45,21,netbanking,838,14,0,1,True,True,4,True,True,23,False,46.5,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The merchant claims there is delivery confirmation.
CB-00178,1493.31,11,upi,245,8,1,2,False,True,2,True,True,29,False,11.0,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The order appears in their account history. The seller says delivery was confirmed.
CB-00179,2478.18,52,card,585,10,0,1,True,True,3,True,True,18,True,2.4,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. The customer says they previously contacted support. They refer to the original order. The merchant claims there is delivery confirmation.
CB-00180,3912.07,25,card,286,2,1,3,True,True,3,True,True,34,True,6.8,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The dispute was filed after the expected delivery period. They mention contacting the merchant.
CB-00181,1461.76,73,card,957,18,2,1,True,True,1,True,True,17,False,8.0,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The seller says delivery was confirmed.
CB-00182,955.64,12,card,994,19,0,2,True,True,5,True,True,17,False,11.6,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The merchant claims there is delivery confirmation.
CB-00183,780.46,7,wallet,733,12,0,3,False,True,6,True,True,33,True,20.3,True,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The customer mentions asking for their money back. They mention contacting the merchant. The seller says delivery was confirmed.
CB-00184,3000.17,12,card,1283,19,0,0,True,True,5,True,False,21,True,12.1,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. They mention contacting the merchant. The dispute was filed after the expected delivery period.
CB-00185,587.15,13,netbanking,1106,13,0,0,True,True,1,False,False,0,False,8.3,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment.
CB-00186,604.83,42,upi,813,12,0,0,True,True,6,True,True,21,False,12.2,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The dispute was filed after the expected delivery period.
CB-00187,800.93,13,card,579,7,1,0,True,True,0,True,True,28,True,4.4,True,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The customer mentions asking for their money back. The order appears in their account history. The seller says delivery was confirmed. The customer says they previously contacted support.
CB-00188,3813.2,15,card,1079,13,0,1,True,False,0,True,True,14,False,5.2,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The dispute was filed after the expected delivery period. The seller says delivery was confirmed.
CB-00189,4684.93,4,upi,911,16,0,0,True,True,3,True,True,24,False,13.0,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The order appears in their account history. The seller says delivery was confirmed.
CB-00190,1284.06,69,upi,662,19,1,1,True,True,1,True,True,30,True,26.6,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The merchant claims there is delivery confirmation. The order appears in their account history. They report that they tried to resolve this with the seller.
CB-00191,2253.75,34,netbanking,1004,7,0,1,True,True,1,True,True,31,True,44.4,True,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The customer mentions asking for their money back. They mention contacting the merchant. The seller says delivery was confirmed.
CB-00192,2051.97,51,netbanking,739,16,0,0,True,True,5,True,True,17,False,10.2,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The dispute was filed after the expected delivery period. The merchant claims there is delivery confirmation.
CB-00193,534.65,71,netbanking,848,12,0,2,True,True,0,True,True,15,False,24.2,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00194,637.09,57,netbanking,636,15,0,0,True,True,3,True,False,24,False,18.3,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. They refer to the original order.
CB-00195,902.18,79,wallet,1237,13,0,0,False,True,4,True,True,20,False,21.5,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The seller says delivery was confirmed. The order appears in their account history.
CB-00196,2474.59,79,netbanking,1011,12,0,0,False,True,3,True,True,21,True,120.0,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. The order appears in their account history. They mention contacting the merchant. The merchant claims there is delivery confirmation.
CB-00197,1688.67,40,netbanking,764,11,1,2,False,True,1,False,False,0,False,21.3,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00198,4336.98,22,card,912,13,0,0,True,True,4,True,False,34,False,4.0,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The order appears in their account history.
CB-00199,1033.14,10,upi,757,17,0,1,True,True,2,True,True,33,False,9.0,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The dispute was filed after the expected delivery period. The seller says delivery was confirmed.
CB-00200,5940.65,12,netbanking,747,16,0,1,False,True,1,False,False,0,False,13.3,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description.
CB-00201,2963.12,43,card,917,8,0,0,False,True,4,True,True,26,False,19.3,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. They refer to the original order.
CB-00202,6451.18,25,card,782,9,0,0,True,True,3,True,True,20,True,5.4,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. They report that they tried to resolve this with the seller. The merchant claims there is delivery confirmation. They refer to the original order.
CB-00203,800.48,12,card,1106,12,0,0,True,True,3,True,True,22,False,47.9,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The dispute was filed after the expected delivery period.
CB-00204,1511.74,19,card,360,22,0,1,False,True,1,True,True,20,False,4.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different.
CB-00205,1126.09,27,netbanking,895,13,0,0,True,True,0,True,False,27,False,35.3,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00206,605.11,17,wallet,1056,12,0,0,True,True,1,True,True,14,True,3.8,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The merchant claims there is delivery confirmation. The customer says they previously contacted support.
CB-00207,6448.41,47,wallet,888,10,1,1,True,False,0,True,True,23,True,1.0,True,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The seller says delivery was confirmed. They say they requested a refund. They refer to the original order. They report that they tried to resolve this with the seller.
CB-00208,1063.61,74,netbanking,862,9,0,1,True,True,1,True,False,9,True,61.6,True,ITEM_NOT_RECEIVED,Customer says the order never arrived. The customer mentions asking for their money back. They report that they tried to resolve this with the seller. The dispute was filed after the expected delivery period.
CB-00209,1318.8,32,card,917,11,0,0,True,True,5,False,False,0,False,7.7,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00210,3870.93,28,netbanking,828,13,1,1,True,True,5,True,True,21,False,12.7,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The dispute was filed after the expected delivery period.
CB-00211,1037.94,27,wallet,1033,13,0,1,True,True,2,True,True,18,False,5.5,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them.
CB-00212,525.37,40,card,905,19,1,1,False,True,1,True,True,28,False,37.4,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The seller says delivery was confirmed.
CB-00213,1026.84,20,upi,867,17,0,0,True,False,1,True,False,29,True,3.1,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The order appears in their account history. The customer says they previously contacted support.
CB-00214,760.53,16,netbanking,1129,15,0,2,True,True,2,True,True,17,True,11.2,True,ITEM_NOT_RECEIVED,Customer says the order never arrived. They say they requested a refund. They report that they tried to resolve this with the seller.
CB-00215,2944.89,10,wallet,1156,11,0,0,True,True,1,True,False,27,True,6.9,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The dispute was filed after the expected delivery period. They mention contacting the merchant.
CB-00216,2056.92,3,wallet,1298,15,0,0,True,True,1,True,True,24,False,45.1,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The dispute was filed after the expected delivery period.
CB-00217,991.04,19,netbanking,1043,13,0,3,True,True,3,True,True,23,True,54.4,True,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. They refer to the original order. They say they requested a refund. They mention contacting the merchant.
CB-00218,2106.62,55,wallet,1020,13,0,1,True,True,3,False,False,0,False,65.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different.
CB-00219,2066.01,89,wallet,892,8,0,0,False,True,4,True,True,21,True,5.8,True,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The seller says delivery was confirmed. They say they requested a refund. They mention contacting the merchant.
CB-00220,1383.59,14,card,1111,14,0,1,True,True,2,True,True,15,False,17.1,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The order appears in their account history. The merchant claims there is delivery confirmation.
CB-00221,2137.67,43,upi,649,8,1,1,True,True,4,True,False,27,False,24.2,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00222,2681.23,17,wallet,667,12,1,0,True,True,0,True,True,24,True,24.2,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The customer says they previously contacted support. The merchant claims there is delivery confirmation.
CB-00223,2355.61,83,card,968,12,0,1,True,True,3,True,True,25,False,8.2,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery.
CB-00224,2100.7,26,netbanking,636,12,0,2,True,True,8,True,True,20,False,8.7,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. They refer to the original order.
CB-00225,987.74,29,upi,912,8,0,0,True,True,2,True,True,30,True,7.2,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The customer says they previously contacted support.
CB-00226,2441.47,28,netbanking,815,11,0,1,True,True,5,True,True,31,False,2.7,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received.
CB-00227,5470.33,103,wallet,598,9,2,2,True,False,3,True,True,23,False,4.9,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The merchant claims there is delivery confirmation.
CB-00228,3085.47,28,upi,679,16,0,0,False,True,3,False,False,0,False,17.1,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00229,1385.18,31,wallet,1019,9,1,2,True,True,3,False,False,0,True,13.6,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. They mention contacting the merchant.
CB-00230,2833.94,39,card,733,8,0,3,True,True,1,True,True,9,False,13.6,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The merchant claims there is delivery confirmation.
CB-00231,3287.25,53,netbanking,844,13,1,0,True,True,3,False,False,0,False,2.1,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description.
CB-00232,1505.36,35,wallet,1127,15,1,3,True,True,2,True,True,24,True,30.8,True,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. They report that they tried to resolve this with the seller. The merchant claims there is delivery confirmation. They say they requested a refund.
CB-00233,4297.55,15,wallet,904,9,0,0,False,True,3,True,True,26,True,9.8,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The customer says they previously contacted support. The merchant claims there is delivery confirmation.
CB-00234,5164.41,14,card,285,4,2,0,True,True,2,True,True,18,False,20.9,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. They refer to the original order.
CB-00235,1385.98,21,upi,1148,15,0,1,True,False,1,True,True,16,False,4.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The merchant claims there is delivery confirmation.
CB-00236,2106.13,29,card,867,11,2,6,True,False,3,True,True,30,False,20.2,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The merchant claims there is delivery confirmation. The order appears in their account history.
CB-00237,622.31,36,netbanking,814,18,0,0,True,True,4,True,True,15,True,7.2,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. The order appears in their account history. They report that they tried to resolve this with the seller.
CB-00238,3129.7,18,netbanking,954,13,0,1,True,True,7,True,True,21,False,29.9,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The merchant claims there is delivery confirmation.
CB-00239,1496.14,45,wallet,1008,15,0,2,True,True,2,False,False,0,False,5.3,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00240,6824.67,6,wallet,718,7,1,1,True,True,2,True,False,23,False,3.3,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The order appears in their account history.
CB-00241,4592.02,19,wallet,1050,20,1,0,False,True,1,True,True,25,False,15.4,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them.
CB-00242,3343.4,4,wallet,753,16,0,0,True,True,0,True,False,23,True,9.0,True,ITEM_NOT_RECEIVED,Customer says the order never arrived. The customer says they previously contacted support. They say they requested a refund.
CB-00243,2720.98,21,card,621,10,0,2,True,True,1,True,True,19,False,13.4,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The seller says delivery was confirmed.
CB-00244,948.0,47,wallet,896,14,1,2,True,True,4,True,True,24,False,5.6,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The dispute was filed after the expected delivery period.
CB-00245,1310.62,47,wallet,904,14,1,0,False,True,1,True,False,14,True,3.0,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. They report that they tried to resolve this with the seller.
CB-00246,4968.85,3,card,914,12,0,0,False,True,3,True,True,12,True,15.8,True,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. They say they requested a refund. The seller says delivery was confirmed. The customer says they previously contacted support.
CB-00247,8798.13,36,upi,881,13,0,1,True,True,4,False,False,0,True,5.6,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery. The customer says they previously contacted support.
CB-00248,2017.64,17,card,998,19,1,0,False,True,3,True,True,26,False,11.4,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00249,2093.57,28,wallet,606,4,0,0,True,True,6,True,True,17,True,77.4,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. They refer to the original order. The seller says delivery was confirmed. They report that they tried to resolve this with the seller.
CB-00250,3280.93,47,upi,455,12,0,0,True,False,0,True,True,23,True,74.5,True,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. They report that they tried to resolve this with the seller. The customer mentions asking for their money back. The seller says delivery was confirmed.
CB-00251,1046.17,49,netbanking,872,13,0,1,True,True,1,True,True,33,True,51.8,True,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The seller says delivery was confirmed. They say they requested a refund. The order appears in their account history. They mention contacting the merchant.
CB-00252,1747.47,34,netbanking,846,11,0,0,True,True,0,True,True,19,False,8.8,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The seller says delivery was confirmed.
CB-00253,1424.24,18,upi,910,15,0,1,False,True,3,True,False,32,False,10.1,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery.
CB-00254,3854.02,26,upi,871,11,2,1,True,True,1,True,True,19,True,8.4,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. They mention contacting the merchant. The seller says delivery was confirmed.
CB-00255,3724.1,32,upi,1004,11,0,0,True,True,2,True,True,27,False,7.6,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. They refer to the original order.
CB-00256,4154.29,4,wallet,1283,7,1,0,True,True,2,False,False,0,False,6.9,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different.
CB-00257,3869.38,20,card,877,9,2,1,True,True,3,True,True,15,True,3.6,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The seller says delivery was confirmed. The customer says they previously contacted support.
CB-00258,551.67,14,upi,859,13,0,1,False,True,1,True,True,26,False,10.2,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The order appears in their account history.
CB-00259,836.38,21,upi,751,7,1,1,True,True,6,True,True,25,True,31.9,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected. The seller says delivery was confirmed. The dispute was filed after the expected delivery period. They mention contacting the merchant.
CB-00260,696.99,31,netbanking,1004,13,0,2,False,True,1,True,True,25,True,18.9,False,ITEM_NOT_RECEIVED,Customer disputes the transaction claiming the package was not received. The dispute was filed after the expected delivery period. They report that they tried to resolve this with the seller. The merchant claims there is delivery confirmation.
CB-00261,559.4,48,netbanking,785,9,0,3,True,True,3,True,True,32,False,15.4,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. The merchant claims there is delivery confirmation.
CB-00262,2020.34,19,netbanking,713,11,0,1,True,False,1,True,True,27,False,8.3,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The merchant claims there is delivery confirmation.
CB-00263,3933.19,62,netbanking,605,13,0,0,True,False,4,True,True,14,True,13.0,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. The dispute was filed after the expected delivery period. The seller says delivery was confirmed. The customer says they previously contacted support.
CB-00264,3033.46,4,wallet,1038,9,1,1,True,True,4,True,True,28,True,14.1,True,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received. The seller says delivery was confirmed. The customer says they previously contacted support. The customer mentions asking for their money back. The dispute was filed after the expected delivery period.
CB-00265,2416.17,9,card,757,5,4,2,True,True,3,True,True,34,False,10.6,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them. The merchant claims there is delivery confirmation. The order appears in their account history.
CB-00266,3804.35,19,card,654,7,0,1,True,False,2,True,True,20,False,41.9,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery.
CB-00267,7067.7,30,upi,997,8,1,2,True,True,3,True,True,14,True,4.6,True,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. The customer says they previously contacted support. The order appears in their account history. The customer mentions asking for their money back. The seller says delivery was confirmed.
CB-00268,5021.17,65,card,1091,18,1,2,True,True,0,True,True,31,False,11.4,False,ITEM_NOT_RECEIVED,Customer reports that the shipment was not received.
CB-00269,1245.56,23,netbanking,620,13,0,3,True,True,4,True,True,33,True,13.5,False,ITEM_NOT_RECEIVED,Customer says the order never arrived. They mention contacting the merchant. The dispute was filed after the expected delivery period.
CB-00270,1665.06,5,card,1028,16,0,2,True,True,2,True,True,19,False,10.7,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. They refer to the original order.
CB-00271,998.59,32,netbanking,655,17,0,1,True,True,1,True,True,24,False,13.2,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment. The dispute was filed after the expected delivery period.
CB-00272,4274.38,71,netbanking,838,15,0,0,True,True,1,False,False,0,False,10.1,False,UNAUTHORIZED_TRANSACTION,Customer says they did not authorize this payment.
CB-00273,7299.46,31,wallet,637,13,0,0,True,False,5,True,True,23,False,13.2,False,UNAUTHORIZED_TRANSACTION,Customer claims the card payment was not made by them.
CB-00274,1791.83,19,card,733,11,1,0,True,False,4,False,False,0,False,12.3,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description.
CB-00275,3555.43,32,wallet,1265,15,0,2,True,True,2,False,False,0,False,5.2,False,ITEM_NOT_RECEIVED,The buyer says they are still waiting for the delivery.
CB-00276,2231.63,39,netbanking,770,12,0,1,True,True,1,True,True,25,True,9.8,True,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized. They mention contacting the merchant. The customer mentions asking for their money back. The merchant claims there is delivery confirmation.
CB-00277,1236.31,13,wallet,948,12,1,1,False,True,1,True,False,24,False,16.5,False,UNAUTHORIZED_TRANSACTION,Buyer disputes the transaction as unauthorized.
CB-00278,1930.46,34,upi,1249,14,0,3,True,True,4,False,False,0,False,13.0,False,PRODUCT_NOT_AS_DESCRIBED,Customer disputes the purchase because the product was not as expected.
CB-00279,1230.42,17,netbanking,805,13,0,0,True,False,2,True,True,26,True,5.6,False,PRODUCT_NOT_AS_DESCRIBED,Buyer claims the item did not match the description. The customer says they previously contacted support.
CB-00280,1027.07,36,netbanking,1293,12,0,0,True,False,4,True,True,11,True,13.2,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction. They report that they tried to resolve this with the seller. The merchant claims there is delivery confirmation.
CB-00281,2097.99,24,card,805,11,0,3,True,True,0,True,True,18,False,23.8,False,UNAUTHORIZED_TRANSACTION,The buyer says they do not recognize this transaction.
CB-00282,7395.33,16,card,1049,17,3,0,True,True,3,True,True,22,False,2.5,False,PRODUCT_NOT_AS_DESCRIBED,The buyer says the delivered product was materially different. The dispute was filed after the expected delivery period.
CB-00283,1285.44,70,upi,655,17,0,0,True,True,1,True,True,28,False,6.0,False,PRODUCT_NOT_AS_DESCRIBED,Customer says the product received was different from the listing. The seller says delivery was confirmed.
